cs	dojít a polovina polovina	0	1		cs_cac-ud-train.conllu/n29w-s139
cs	dojít být moci ten	0	6		cs_pdt-ud-test.conllu/vesm9303-056-p68s3A, cs_pdt-ud-train.conllu/cmpr9410-003-p9s3, cs_pdt-ud-train.conllu/ln94200-127-p17s4, cs_pdt-ud-train.conllu/ln94206-149-p4s1, cs_pdt-ud-train.conllu/vesm9212-015-p24s2, cs_cac-ud-train.conllu/n50w-s41
cs	dávat být třeba pozor	0	1		cs_cac-ud-train.conllu/n42w-s24
cs	dít pak moci se	0	1		cs_pdt-ud-train.conllu/ln95047-062-p3s2
cs	hledat být tedy odpověď	0	1		cs_pdt-ud-train.conllu/vesm9211-012-p7s1
cs	jevit tak moci se	1	1	cs_pdt-ud-train.conllu/ln94209-63-p2s1C	cs_pdt-ud-train.conllu/lnd94104-081-p1s10
cs	mít být mít ten	3	215	cs_pdt-ud-train.conllu/ln95043-053-p6s4, cs_cac-ud-train.conllu/n09w-s38, cs_cac-ud-train.conllu/s56w-s127	cs_pdt-ud-dev.conllu/cmpr9416-002-p24s3, cs_pdt-ud-dev.conllu/lnd91301-075-p5s1, cs_pdt-ud-dev.conllu/ln94200-18-p3s1, cs_pdt-ud-dev.conllu/ln94205-139-p7s7, cs_pdt-ud-dev.conllu/ln94206-127-p4s5, cs_pdt-ud-dev.conllu/ln94207-72-p2s1B, cs_pdt-ud-dev.conllu/ln95044-055-p13s1, cs_pdt-ud-dev.conllu/ln95044-126-p2s2, cs_pdt-ud-dev.conllu/ln95048-050-p14s2, cs_pdt-ud-dev.conllu/mf920902-092-p2s10, cs_pdt-ud-dev.conllu/vesm9211-029-p9s11, cs_pdt-ud-dev.conllu/vesm9212-009-p6s2, cs_pdt-ud-test.conllu/cmpr9413-048-p13s3, cs_pdt-ud-test.conllu/lnd91303-062-p9s4, cs_pdt-ud-test.conllu/lnd91303-062-p13s4, cs_pdt-ud-test.conllu/lnd94105-086-p1s10B, cs_pdt-ud-test.conllu/ln94200-159-p9s2, cs_pdt-ud-test.conllu/ln94200-64-p6s1, cs_pdt-ud-test.conllu/ln94205-130-p6s3, cs_pdt-ud-test.conllu/ln94205-19-p6s2, cs_pdt-ud-test.conllu/ln94206-19-p6s2, cs_pdt-ud-test.conllu/ln94209-101-p3s11, cs_pdt-ud-test.conllu/ln94209-31-p3s3, cs_pdt-ud-test.conllu/ln94209-59-p9s8, cs_pdt-ud-test.conllu/ln95042-057-p7s1, cs_pdt-ud-test.conllu/ln95043-101-p1s3, cs_pdt-ud-test.conllu/ln95046-004-p4s1, cs_pdt-ud-test.conllu/ln95048-061-p4s6, cs_pdt-ud-test.conllu/mf920922-103-p2s32A, cs_pdt-ud-test.conllu/mf920924-104-p2s9, cs_pdt-ud-test.conllu/mf920925-035-p2s11, cs_pdt-ud-test.conllu/mf930713-054-p2s7, cs_pdt-ud-test.conllu/vesm9303-026-p8s4, cs_pdt-ud-test.conllu/vesm9303-036-p62s1, cs_pdt-ud-train.conllu/cmpr9406-002-p8s6, cs_pdt-ud-train.conllu/cmpr9406-005-p21s2, cs_pdt-ud-train.conllu/cmpr9406-005-p50s6, cs_pdt-ud-train.conllu/cmpr9406-043-p11s3, cs_pdt-ud-train.conllu/cmpr9407-029-p4s1, cs_pdt-ud-train.conllu/cmpr9407-037-p6s4, cs_pdt-ud-train.conllu/cmpr9407-038-p11s3, cs_pdt-ud-train.conllu/cmpr9410-045-p14s5, cs_pdt-ud-train.conllu/cmpr9410-046-p8s4, cs_pdt-ud-train.conllu/cmpr9410-046-p12s2, cs_pdt-ud-train.conllu/cmpr9410-046-p18s4, cs_pdt-ud-train.conllu/cmpr9410-047-p5s1, cs_pdt-ud-train.conllu/cmpr9413-001-p16s1, cs_pdt-ud-train.conllu/cmpr9413-002-p6s5, cs_pdt-ud-train.conllu/cmpr9413-002-p8s4, cs_pdt-ud-train.conllu/cmpr9413-006-p9s4, cs_pdt-ud-train.conllu/cmpr9413-029-p3s2, cs_pdt-ud-train.conllu/cmpr9413-050-p22s2, cs_pdt-ud-train.conllu/cmpr9413-050-p27s7, cs_pdt-ud-train.conllu/cmpr9415-027-p4s2, cs_pdt-ud-train.conllu/cmpr9415-053-p13s3, cs_pdt-ud-train.conllu/cmpr9416-009-p8s2, cs_pdt-ud-train.conllu/cmpr9416-027-p3s2, cs_pdt-ud-train.conllu/cmpr9416-041-p10s3, cs_pdt-ud-train.conllu/lnd91303-064-p9s4, cs_pdt-ud-train.conllu/lnd91303-092-p5s3, cs_pdt-ud-train.conllu/lnd91303-111-p2s6, cs_pdt-ud-train.conllu/lnd94101-048-p1s15, cs_pdt-ud-train.conllu/lnd94103-021-p1s6, cs_pdt-ud-train.conllu/lnd94103-088-p1s9, cs_pdt-ud-train.conllu/lnd94103-116-p1s29, cs_pdt-ud-train.conllu/lnd94104-071-p1s35, cs_pdt-ud-train.conllu/lnd94104-071-p1s40, cs_pdt-ud-train.conllu/lnd94105-097-p1s19, cs_pdt-ud-train.conllu/lnd94105-112-p1s14, cs_pdt-ud-train.conllu/ln94200-127-p40s2, cs_pdt-ud-train.conllu/ln94200-151-p4s2, cs_pdt-ud-train.conllu/ln94200-153-p6s6, cs_pdt-ud-train.conllu/ln94200-24-p3s2, cs_pdt-ud-train.conllu/ln94200-42-p8s5, cs_pdt-ud-train.conllu/ln94202-106-p3s4, cs_pdt-ud-train.conllu/ln94202-111-p2s3, cs_pdt-ud-train.conllu/ln94202-133-p4s2, cs_pdt-ud-train.conllu/ln94202-137-p6s4, cs_pdt-ud-train.conllu/ln94202-20-p7s2, cs_pdt-ud-train.conllu/ln94202-53-p2s4, cs_pdt-ud-train.conllu/ln94203-112-p3s2, cs_pdt-ud-train.conllu/ln94203-25-p3s3, cs_pdt-ud-train.conllu/ln94203-3-p3s2, cs_pdt-ud-train.conllu/ln94203-81-p5s2, cs_pdt-ud-train.conllu/ln94204-118-p9s4, cs_pdt-ud-train.conllu/ln94204-129-p3s7, cs_pdt-ud-train.conllu/ln94204-144-p2s12, cs_pdt-ud-train.conllu/ln94204-157-p8s6, cs_pdt-ud-train.conllu/ln94204-32-p2s5, cs_pdt-ud-train.conllu/ln94204-46-p6s3, cs_pdt-ud-train.conllu/ln94205-136-p4s12, cs_pdt-ud-train.conllu/ln94205-24-p4s2, cs_pdt-ud-train.conllu/ln94205-49-p2s1B, cs_pdt-ud-train.conllu/ln94205-94-p24s1, cs_pdt-ud-train.conllu/ln94206-130-p4s2, cs_pdt-ud-train.conllu/ln94206-83-p3s3, cs_pdt-ud-train.conllu/ln94207-128-p3s1, cs_pdt-ud-train.conllu/ln94207-65-p2s2, cs_pdt-ud-train.conllu/ln94207-76-p12s10, cs_pdt-ud-train.conllu/ln94208-105-p4s8, cs_pdt-ud-train.conllu/ln94208-140-p2s7, cs_pdt-ud-train.conllu/ln94208-141-p4s2, cs_pdt-ud-train.conllu/ln94209-42-p3s1, cs_pdt-ud-train.conllu/ln94209-46-p5s6, cs_pdt-ud-train.conllu/ln94209-48-p6s2, cs_pdt-ud-train.conllu/ln94210-110-p8s6, cs_pdt-ud-train.conllu/ln94210-146-p7s6, cs_pdt-ud-train.conllu/ln94210-63-p2s17, cs_pdt-ud-train.conllu/ln94211-117-p5s2, cs_pdt-ud-train.conllu/ln94211-66-p2s13, cs_pdt-ud-train.conllu/ln94211-99-p3s3, cs_pdt-ud-train.conllu/ln95040-064-p4s4, cs_pdt-ud-train.conllu/ln95040-084-p2s3, cs_pdt-ud-train.conllu/ln95040-125-p3s15, cs_pdt-ud-train.conllu/ln95042-065-p2s6, cs_pdt-ud-train.conllu/ln95043-053-p4s4, cs_pdt-ud-train.conllu/ln95043-053-p6s2, cs_pdt-ud-train.conllu/ln95043-055-p4s6, cs_pdt-ud-train.conllu/ln95043-094-p6s3, cs_pdt-ud-train.conllu/ln95044-044-p3s2, cs_pdt-ud-train.conllu/ln95044-044-p24s2, cs_pdt-ud-train.conllu/ln95044-093-p2s2, cs_pdt-ud-train.conllu/ln95044-093-p4s5, cs_pdt-ud-train.conllu/ln95044-093-p6s3, cs_pdt-ud-train.conllu/ln95044-103-p2s2, cs_pdt-ud-train.conllu/ln95044-108-p2s1B, cs_pdt-ud-train.conllu/ln95044-140-p7s5, cs_pdt-ud-train.conllu/ln95045-082-p2s2, cs_pdt-ud-train.conllu/ln95046-002-p10s4, cs_pdt-ud-train.conllu/ln95047-023-p3s5, cs_pdt-ud-train.conllu/ln95047-064-p4s1, cs_pdt-ud-train.conllu/ln95047-084-p8s2, cs_pdt-ud-train.conllu/ln95048-067-p16s1, cs_pdt-ud-train.conllu/ln95048-067-p28s10, cs_pdt-ud-train.conllu/ln95048-067-p30s9, cs_pdt-ud-train.conllu/ln95048-069-p9s1, cs_pdt-ud-train.conllu/ln95048-119-p4s5, cs_pdt-ud-train.conllu/ln95048-158-p3s6, cs_pdt-ud-train.conllu/ln95049-013-p5s1, cs_pdt-ud-train.conllu/ln95049-038-p3s11, cs_pdt-ud-train.conllu/ln95049-067-p7s6B, cs_pdt-ud-train.conllu/ln95049-100-p3s18, cs_pdt-ud-train.conllu/ln95049-114-p5s4, cs_pdt-ud-train.conllu/mf920901-008-p7s1, cs_pdt-ud-train.conllu/mf920901-025-p7s5, cs_pdt-ud-train.conllu/mf920901-051-p3s2, cs_pdt-ud-train.conllu/mf920901-107-p2s4, cs_pdt-ud-train.conllu/mf920902-108-p2s13, cs_pdt-ud-train.conllu/mf920922-006-p1s10, cs_pdt-ud-train.conllu/mf920922-097-p2s6B, cs_pdt-ud-train.conllu/mf920923-004-p2s5, cs_pdt-ud-train.conllu/mf920923-076-p8s2, cs_pdt-ud-train.conllu/mf920923-129-p2s4, cs_pdt-ud-train.conllu/mf920924-004-p2s24, cs_pdt-ud-train.conllu/mf920924-019-p10s3, cs_pdt-ud-train.conllu/mf920924-056-p7s4, cs_pdt-ud-train.conllu/mf920924-115-p2s3, cs_pdt-ud-train.conllu/mf920924-128-p14s4, cs_pdt-ud-train.conllu/mf920924-128-p14s6, cs_pdt-ud-train.conllu/mf920924-137-p4s1, cs_pdt-ud-train.conllu/mf920925-012-p7s3, cs_pdt-ud-train.conllu/mf920925-020-p2s2, cs_pdt-ud-train.conllu/mf920925-049-p2s6, cs_pdt-ud-train.conllu/mf920925-091-p8s7, cs_pdt-ud-train.conllu/mf920925-093-p7s8, cs_pdt-ud-train.conllu/mf930713-069-p6s6, cs_pdt-ud-train.conllu/mf930713-110-p2s10, cs_pdt-ud-train.conllu/mf930713-150-p8s1, cs_pdt-ud-train.conllu/vesm9211-042-p9s6, cs_pdt-ud-train.conllu/vesm9211-056-p2s2, cs_pdt-ud-train.conllu/vesm9212-014-p31s2, cs_pdt-ud-train.conllu/vesm9212-016-p33s6, cs_pdt-ud-train.conllu/vesm9212-017-p7s6, cs_pdt-ud-train.conllu/vesm9212-045-p2s1, cs_pdt-ud-train.conllu/vesm9301-014-p36s2, cs_pdt-ud-train.conllu/vesm9301-025-p58s1, cs_cac-ud-dev.conllu/a10w-s8, cs_cac-ud-test.conllu/n20w-s89, cs_cac-ud-test.conllu/s20w-s38, cs_cac-ud-train.conllu/a03w-s73, cs_cac-ud-train.conllu/a03w-s107, cs_cac-ud-train.conllu/n02w-s37, cs_cac-ud-train.conllu/n02w-s38, cs_cac-ud-train.conllu/n02w-s110, cs_cac-ud-train.conllu/n03w-s142, cs_cac-ud-train.conllu/n04w-s54, cs_cac-ud-train.conllu/n07w-s135, cs_cac-ud-train.conllu/n08w-s50, cs_cac-ud-train.conllu/n13w-s87, cs_cac-ud-train.conllu/n18w-s34, cs_cac-ud-train.conllu/n21w-s80, cs_cac-ud-train.conllu/n27w-s88, cs_cac-ud-train.conllu/n27w-s119, cs_cac-ud-train.conllu/n30w-s57, cs_cac-ud-train.conllu/n35w-s68, cs_cac-ud-train.conllu/n38w-s45, cs_cac-ud-train.conllu/n38w-s101, cs_cac-ud-train.conllu/n38w-s136, cs_cac-ud-train.conllu/n39w-s15, cs_cac-ud-train.conllu/n40w-s17, cs_cac-ud-train.conllu/n43w-s107, cs_cac-ud-train.conllu/n43w-s132, cs_cac-ud-train.conllu/n47w-s158, cs_cac-ud-train.conllu/n52w-s7, cs_cac-ud-train.conllu/n52w-s246, cs_cac-ud-train.conllu/s06w-s94, cs_cac-ud-train.conllu/s07w-s242, cs_cac-ud-train.conllu/s09w-s42, cs_cac-ud-train.conllu/s16w-s168, cs_cac-ud-train.conllu/s18w-s50, cs_cac-ud-train.conllu/s30w-s44, cs_cac-ud-train.conllu/s48w-s99, cs_cac-ud-train.conllu/s51w-s13, cs_cac-ud-train.conllu/s62w-s84, cs_cac-ud-train.conllu/s63w-s140
cs	mít být mít vlastnost	0	18		cs_pdt-ud-train.conllu/cmpr9406-048-p5s2, cs_pdt-ud-train.conllu/ln94207-85-p18s1B, cs_pdt-ud-train.conllu/ln95046-046-p3s3, cs_pdt-ud-train.conllu/vesm9211-024-p17s2, cs_pdt-ud-train.conllu/vesm9212-016-p17s5, cs_pdt-ud-train.conllu/vesm9301-024-p8s2, cs_pdt-ud-train.conllu/vesm9303-004-p6s2, cs_cac-ud-dev.conllu/n10w-s51, cs_cac-ud-test.conllu/a20w-s187, cs_cac-ud-train.conllu/n25w-s41, cs_cac-ud-train.conllu/n40w-s17, cs_cac-ud-train.conllu/s04w-s133, cs_cac-ud-train.conllu/s04w-s153, cs_cac-ud-train.conllu/s14w-s68, cs_cac-ud-train.conllu/s47w-s21, cs_cac-ud-train.conllu/s47w-s60, cs_cac-ud-train.conllu/s47w-s87, cs_cac-ud-train.conllu/s62w-s64
cs	mít být vůbec mít ten	0	3		cs_pdt-ud-train.conllu/lnd91303-064-p9s4, cs_pdt-ud-train.conllu/lnd94103-116-p1s29, cs_pdt-ud-train.conllu/ln94204-144-p2s12
cs	mít být vůbec ten	0	3		cs_pdt-ud-train.conllu/lnd91303-064-p9s4, cs_pdt-ud-train.conllu/lnd94103-116-p1s29, cs_pdt-ud-train.conllu/ln94204-144-p2s12
cs	mít vůbec mít ten	0	4		cs_pdt-ud-train.conllu/lnd91303-064-p9s4, cs_pdt-ud-train.conllu/lnd94103-116-p1s29, cs_pdt-ud-train.conllu/ln94204-144-p2s12, cs_cac-ud-train.conllu/s27w-s99
cs	obsah být mít být	1	0	cs_pdt-ud-train.conllu/ln95047-132-p7s5	
cs	odměna a dobrý být	0	1		cs_pdt-ud-train.conllu/ln94205-110-p5s1
cs	odměna a dobrý ten	0	1		cs_pdt-ud-train.conllu/ln94205-110-p5s1
cs	odpověď být dát otázka	0	2		cs_pdt-ud-train.conllu/ln95041-036-p4s1, cs_pdt-ud-train.conllu/vesm9212-014-p30s3
cs	odpověď být moci dát otázka	0	1		cs_pdt-ud-train.conllu/ln95041-036-p4s1
cs	odpověď být moci otázka	0	6		cs_pdt-ud-test.conllu/vesm9301-008-p7s1, cs_pdt-ud-train.conllu/lnd94103-060-p1s19, cs_pdt-ud-train.conllu/ln95041-036-p4s1, cs_pdt-ud-train.conllu/ln95043-009-p3s4, cs_pdt-ud-train.conllu/ln95043-067-p2s5, cs_pdt-ud-train.conllu/vesm9303-051-p3s3
cs	odpověď moci dát otázka	1	1	cs_pdt-ud-train.conllu/vesm9303-004-p3s4	cs_pdt-ud-train.conllu/ln95041-036-p4s1
cs	plnit být mít funkce	0	5		cs_pdt-ud-train.conllu/lnd94104-090-p1s13, cs_pdt-ud-train.conllu/ln94205-5-p4s1, cs_pdt-ud-train.conllu/ln95043-069-p2s5, cs_pdt-ud-train.conllu/ln95048-078-p2s12, cs_pdt-ud-train.conllu/mf920923-025-p6s3
cs	pokusit chtít proto se	1	0	cs_cac-ud-train.conllu/n42w-s9	
cs	poskytnout být možný léčení	0	2		cs_cac-ud-train.conllu/a04w-s77, cs_cac-ud-train.conllu/a04w-s78
cs	prohlédnout návštěvník moci se	2	0	cs_pdt-ud-dev.conllu/ln94208-47-p6s2, cs_pdt-ud-train.conllu/lnd91301-049-p3s2	
cs	předložit mít zákon návrh	0	4		cs_pdt-ud-dev.conllu/ln95040-059-p6s4, cs_pdt-ud-train.conllu/ln95044-099-p2s1B, cs_pdt-ud-train.conllu/ln95045-093-p3s2, cs_pdt-ud-train.conllu/mf920901-069-p8s2
cs	představit ani umět se	1	0	cs_cac-ud-train.conllu/n01w-s67	
cs	představit už ani se	1	0	cs_cac-ud-train.conllu/n01w-s67	
cs	představit už ani umět se	1	0	cs_cac-ud-train.conllu/n01w-s67	
cs	představit však dovést se	1	0	cs_pdt-ud-train.conllu/cmpr9415-058-p17s2	
cs	představit vůbec dovést se	1	0	cs_pdt-ud-train.conllu/vesm9212-008-p3s3	
cs	přesvědčit být moci se	3	0	cs_pdt-ud-test.conllu/vesm9211-040-p6s5, cs_pdt-ud-train.conllu/vesm9211-052-p4s1, cs_cac-ud-train.conllu/s53w-s66	
cs	přizpůsobit být muset se	1	2	cs_pdt-ud-train.conllu/mf920925-119-p9s3	cs_pdt-ud-train.conllu/cmpr9410-041-p10s1, cs_cac-ud-train.conllu/n50w-s75
cs	seznámit být moci se	6	0	cs_pdt-ud-dev.conllu/cmpr9407-002-p13s3, cs_pdt-ud-dev.conllu/vesm9212-049-p2s1, cs_pdt-ud-train.conllu/ln94200-136-p8s5, cs_pdt-ud-train.conllu/ln94206-99-p2s3, cs_cac-ud-train.conllu/n08w-s17, cs_cac-ud-train.conllu/n17w-s20	
cs	součást být mít být	4	17	cs_pdt-ud-train.conllu/ln94203-26-p2s5, cs_pdt-ud-train.conllu/ln94205-41-p1s1, cs_pdt-ud-train.conllu/ln94205-42-p2s4, cs_pdt-ud-train.conllu/ln95045-086-p2s1C	cs_pdt-ud-dev.conllu/ln95040-069-p3s1, cs_pdt-ud-dev.conllu/ln95045-098-p3s1, cs_pdt-ud-test.conllu/ln94207-82-p4s5, cs_pdt-ud-train.conllu/lnd94101-011-p1s13, cs_pdt-ud-train.conllu/ln94200-23-p3s1, cs_pdt-ud-train.conllu/ln94204-150-p8s7, cs_pdt-ud-train.conllu/ln94207-116-p2s1, cs_pdt-ud-train.conllu/ln94211-126-p2s2, cs_pdt-ud-train.conllu/ln95043-024-p2s10, cs_pdt-ud-train.conllu/ln95045-050-p3s2, cs_pdt-ud-train.conllu/ln95049-020-p2s1B, cs_pdt-ud-train.conllu/mf930713-028-p2s1B, cs_cac-ud-train.conllu/n07w-s37, cs_cac-ud-train.conllu/n07w-s80, cs_cac-ud-train.conllu/s01w-s2, cs_cac-ud-train.conllu/s18w-s50, cs_cac-ud-train.conllu/s18w-s61
cs	starat však mít se	1	0	cs_cac-ud-train.conllu/n40w-s127	
cs	stavět a v se	0	16		cs_pdt-ud-dev.conllu/ln94203-59-p3s1, cs_pdt-ud-test.conllu/mf930713-064-p4s6, cs_pdt-ud-train.conllu/lnd94104-083-p1s2, cs_pdt-ud-train.conllu/ln94203-57-p3s5, cs_pdt-ud-train.conllu/ln94211-95-p8s6, cs_pdt-ud-train.conllu/mf920922-115-p3s2, cs_pdt-ud-train.conllu/mf920924-127-p4s1, cs_pdt-ud-train.conllu/vesm9211-023-p3s2, cs_cac-ud-train.conllu/n29w-s12, cs_cac-ud-train.conllu/n36w-s171, cs_cac-ud-train.conllu/s07w-s40, cs_cac-ud-train.conllu/s11w-s3, cs_cac-ud-train.conllu/s26w-s111, cs_cac-ud-train.conllu/s38w-s90, cs_cac-ud-train.conllu/s41w-s76, cs_cac-ud-train.conllu/s45w-s85
cs	stát asi moci se	0	1		cs_pdt-ud-train.conllu/ln95048-097-p4s3
cs	stát moci látka se	1	0	cs_cac-ud-dev.conllu/s10w-s239	
cs	stát moci totiž se	1	1	cs_pdt-ud-train.conllu/cmpr9406-005-p40s2	cs_pdt-ud-train.conllu/ln94210-134-p3s17
cs	stát proto mít se	0	1		cs_pdt-ud-test.conllu/lnd94103-085-p1s9
cs	stát však muset se	0	1		cs_pdt-ud-train.conllu/mf920924-142-p3s2
cs	ten být mít být	5	44	cs_pdt-ud-train.conllu/lnd94101-048-p1s15, cs_pdt-ud-train.conllu/lnd94103-021-p1s6, cs_pdt-ud-train.conllu/ln95044-093-p4s5, cs_pdt-ud-train.conllu/ln95049-038-p3s11, cs_cac-ud-train.conllu/n40w-s17	cs_pdt-ud-dev.conllu/ln94206-127-p4s5, cs_pdt-ud-dev.conllu/ln95044-055-p13s1, cs_pdt-ud-test.conllu/lnd94103-115-p1s4, cs_pdt-ud-test.conllu/mf920901-003-p7s4, cs_pdt-ud-test.conllu/mf920902-083-p2s29, cs_pdt-ud-test.conllu/mf930713-054-p2s7, cs_pdt-ud-train.conllu/cmpr9416-027-p3s2, cs_pdt-ud-train.conllu/cmpr9417-019-p4s1, cs_pdt-ud-train.conllu/lnd94103-036-p1s4, cs_pdt-ud-train.conllu/ln94200-49-p8s6, cs_pdt-ud-train.conllu/ln94205-94-p24s1, cs_pdt-ud-train.conllu/ln94206-130-p2s6, cs_pdt-ud-train.conllu/ln94206-130-p4s2, cs_pdt-ud-train.conllu/ln94209-42-p3s1, cs_pdt-ud-train.conllu/ln94210-110-p8s6, cs_pdt-ud-train.conllu/ln94211-117-p5s2, cs_pdt-ud-train.conllu/ln95041-083-p2s4, cs_pdt-ud-train.conllu/ln95041-097-p5s5, cs_pdt-ud-train.conllu/ln95044-044-p16s8, cs_pdt-ud-train.conllu/ln95044-044-p24s2, cs_pdt-ud-train.conllu/ln95047-083-p3s7, cs_pdt-ud-train.conllu/ln95048-067-p26s5, cs_pdt-ud-train.conllu/ln95049-097-p4s1, cs_pdt-ud-train.conllu/mf920902-132-p4s8, cs_pdt-ud-train.conllu/mf920923-010-p2s3, cs_pdt-ud-train.conllu/mf920925-120-p13s1, cs_pdt-ud-train.conllu/vesm9211-022-p8s2, cs_pdt-ud-train.conllu/vesm9211-042-p5s6, cs_cac-ud-train.conllu/n11w-s125, cs_cac-ud-train.conllu/n18w-s40, cs_cac-ud-train.conllu/n21w-s65, cs_cac-ud-train.conllu/n27w-s10, cs_cac-ud-train.conllu/n39w-s87, cs_cac-ud-train.conllu/n40w-s112, cs_cac-ud-train.conllu/n43w-s26, cs_cac-ud-train.conllu/n43w-s91, cs_cac-ud-train.conllu/n43w-s107, cs_cac-ud-train.conllu/n52w-s84, cs_cac-ud-train.conllu/s05w-s162, cs_cac-ud-train.conllu/s08w-s8, cs_cac-ud-train.conllu/s09w-s42, cs_cac-ud-train.conllu/s45w-s38, cs_cac-ud-train.conllu/s58w-s67, cs_cac-ud-train.conllu/s62w-s84
cs	ukázat moci případ se	0	1		cs_cac-ud-train.conllu/s56w-s143
cs	uplatnit však moci se	2	0	cs_pdt-ud-train.conllu/vesm9301-006-p5s6, cs_cac-ud-train.conllu/s39w-s91	
